SKU,ItemDescription,Series,ItemGroup,Category,L,W,H,D,Colour,Material,Tags,CreatedDate,LastUpdate
SKU,itemDescription,series,itemGroup,category,L,W,H,D,colour,material,tags,createdDate,lastUpdate
"<span class=""expander""  >TPAL-EBC</span>","<span class=""expander""  >Pillow Alphabet E</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Black,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-DCM</span>","<span class=""expander""  >Pillow Alphabet D</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Cream,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-DBR</span>","<span class=""expander""  >Pillow Alphabet D</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Brown,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-DBL</span>","<span class=""expander""  >Pillow Alphabet D</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Blue,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-DBC</span>","<span class=""expander""  >Pillow Alphabet D</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Black,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-DRE</span>","<span class=""expander""  >Pillow Alphabet D</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Red,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-CCM</span>","<span class=""expander""  >Pillow Alphabet C</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Cream,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-CBR</span>","<span class=""expander""  >Pillow Alphabet C</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Brown,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-CBL</span>","<span class=""expander""  >Pillow Alphabet C</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Blue,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-CBC</span>","<span class=""expander""  >Pillow Alphabet C</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Black,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-CRE</span>","<span class=""expander""  >Pillow Alphabet C</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Red,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-BCM</span>","<span class=""expander""  >Pillow Alphabet B</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Cream,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-BBR</span>","<span class=""expander""  >Pillow Alphabet B</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Brown,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-BBL</span>","<span class=""expander""  >Pillow Alphabet B</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Blue,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-BBC</span>","<span class=""expander""  >Pillow Alphabet B</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Black,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
